rival,key_tags,lkp_tags,ranked,industry,counted,link,Company
cushman & wakefield,"{'FLORIDA', 'TAYLOR & MATHIS', '$5 MILLION', 'VIC MANAGEMENT INC.'}",,2,Commercial Real Estate,3,"http://swindon-business.net/index.php/2018/07/05/healthcare-expansion-for-cushman-wakefield-in-south-west-with-senior-surveyor-appointment/,https://www.businessleader.co.uk/cushman-wakefields-healthcare-team-continues-expansion/47615/,https://www.rejournals.com/articles/2018/07/10/cushman-wakefield-represents-crowe-in-office-lea",
cushman & wakefield,"{'FLORIDA', 'TAYLOR & MATHIS', '$5 MILLION', 'VIC MANAGEMENT INC.'}",,3,Commercial Real Estate,1,https://www.property-magazine.eu/cushman-wakefield-appoints-adam-cookson-as-partner-48299.html,
cushman & wakefield,"{'FLORIDA', 'TAYLOR & MATHIS', '$5 MILLION', 'VIC MANAGEMENT INC.'}",,4,Commercial Real Estate,1,https://techcrunch.com/2018/03/08/this-startup-just-raised-5-million-to-automate-the-clunky-real-estate-appraisal-process/,Bowery Valuation
cushman & wakefield,"{'FLORIDA', 'TAYLOR & MATHIS', '$5 MILLION', 'VIC MANAGEMENT INC.'}",,5,Facility Management,1,https://www.energymanagertoday.com/cushman-wakefield-acquires-ensite-solutions-0128392/,Ensite Solutions
cushman & wakefield,"{'FLORIDA', 'TAYLOR & MATHIS', '$5 MILLION', 'VIC MANAGEMENT INC.'}",,5,Real Estate,4,"https://www.businesswire.com/news/home/20180719005971/en/Cushman-Wakefield-Acquires-Australia,https://www.cpexecutive.com/post/cushman-wakefield-to-buy-irish-affiliate/,https://www.bisnow.com/toronto/news/commercial-real-estate/cushman-wakefield-acquires-20-vic-management-inc-77860,http://www.floridatrend.com/article/20480/cushman-wakefield-acquires-taylor-mathis-of-florida","RE Australia,Sherry FitzGerald Group,20VIC Management,Taylor & Mathis"
colliers,"{'ACQUIRE WELSHCO LLC', ""BEGGS & SIMPSON'S"", 'IRWIN PARTNERS', 'CIGI', 'HATTON REAL ESTATE', 'NAI NORRIS', 'IRWIN SAVIERS BALLARD', 'VAAKA PARTNERS', 'OVENIA', 'NETHERLANDS', 'LONDON', 'UTAH', 'VISION ASSET MANAGEMENT', 'WALKER COMPANIES'}",,5,Asset Management/Consulting,1,https://www.thecaterer.com/articles/493708/colliers-international-acquires-vision-asset-management,Vision Asset Management Co.
colliers,"{'ACQUIRE WELSHCO LLC', ""BEGGS & SIMPSON'S"", 'IRWIN PARTNERS', 'CIGI', 'HATTON REAL ESTATE', 'NAI NORRIS', 'IRWIN SAVIERS BALLARD', 'VAAKA PARTNERS', 'OVENIA', 'NETHERLANDS', 'LONDON', 'UTAH', 'VISION ASSET MANAGEMENT', 'WALKER COMPANIES'}",,5,Commercial Real Estate,1,https://realdeals.eu.com/news/2018/01/05/vaaka-partners-ovenia/,Ovenia
colliers,"{'ACQUIRE WELSHCO LLC', ""BEGGS & SIMPSON'S"", 'IRWIN PARTNERS', 'CIGI', 'HATTON REAL ESTATE', 'NAI NORRIS', 'IRWIN SAVIERS BALLARD', 'VAAKA PARTNERS', 'OVENIA', 'NETHERLANDS', 'LONDON', 'UTAH', 'VISION ASSET MANAGEMENT', 'WALKER COMPANIES'}",,5,Real Estate,15,"https://corporate.colliers.com/en/Newsroom/Colliers-International-acquires-dominant-market-leader-in-Utah,http://www.grbj.com/articles/90101-real-estate-company-acquiring-firm,https://talkbusiness.net/2018/01/colliers-international-arkansas-acquires-irwin-saviers-ballard/,https://www.bisnow.com/washington-dc/news/commercial-real-estate/colliers-acquires-serten-advisors-to-grow-dc-presence-80488,http://www.arkansasbusiness.com/article/118818/colliers-international-arkansas-merges-with-irwin-partners,https://www.streetinsider.com/Corporate+News/Colliers+International+%28CIGI%29+to+Acquire+WelshCo+LLC/12737558.html,https://www.reuters.com/article/idUSFWN1EV0O2,http://www.colliers.com/en-gb/uk/insights/property-news/2016/1011-colliers-international-acquires-market-leading-building-consultancy-specialist,http://www.colliers.com/en-gb/emea/insights/market-news/2016/16-02-2016-colliers-acquires-leading-property-management-specialist,https://www.bisnow.com/toronto/news/office/colliers-international-acquires-groupe-immobilier-54460,http://www.colliers.com/en-gb/uk/insights/property-news/2016/0107-colliers-international-acquires-leading-london-property-specialist-hatton-real-estate,https://www.bizjournals.com/portland/blog/real-estate-daily/2015/12/colliers-international-acquires-nai-norris-beggs.html,https://corporate.colliers.com/en/Newsroom/Colliers-International-Acquires-Pointe-Group-Advisors,https://www.prnewswire.com/news-releases/colliers-international-acquires-case-commercial-real-estate-partners-300076233.html,https://www.prnewswire.com/news-releases/colliers-international-acquires-corporate-portfolio-analytics-300037811.html","CBC Advisors,Beacon Realty Group,Irwin Saviers Ballard,Serten Advisors,Irwin Partners,WelshCo,The Walker Co,Bolling Group,WPM Group,Groupe Immobilier ,Hatton Real Estate,NAI Norris, Beggs & Simpson,Pointe Group Advisors,CASE Commercial Real Estate Partners LLC,Corporate Portfolio Analytics"
hff,"{'$2.49 MILLION', 'MARKET VALUATION DECLINED WHILE', 'WABCO HLDGS',  'FPR PARTNERS UPPED POSITION', 'LONDON', 'NEW YORK CITY', '$16.21 MILLION'}",,3,Commercial Real Estate,4,"https://cardinalweekly.com/new-amsterdam-partners-has-cut-by-2-49-million-its-hff-cl-a-hf-position-new-generation-advisors-has-increased-its-sanchez-energy-sn-position/,https://flecha123.com/2018/07/17/copper-rock-capital-partners-has-cut-holding-in-hff-hf-as-valuation-declined-greenbrier-partners-capital-management-position-in-pulte-group-phm-decreased-by-5-80-million/,https://www.whatsonthorold.com/2018/06/29/copper-rock-capital-partners-lowered-hff-hf-position-hawaiian-holdings-inc-ha-had-2-bullish-analysts/,https://heraldks.com/kayne-anderson-rudnick-investment-management-boosted-its-hff-hf-stake-by-16-21-million-wabco-hldgs-wbc-market-valuation-declined-while-fpr-partners-upped-position/",
hff,"{'$2.49 MILLION', 'MARKET VALUATION DECLINED WHILE', 'WABCO HLDGS',  'FPR PARTNERS UPPED POSITION', 'LONDON', 'NEW YORK CITY', '$16.21 MILLION'}",,5,"Financial Advisory Services,investment banking advisory firm for REITs ",1,https://www.businesswire.com/news/home/20170329005824/en/HFF-Acquires-Hentschel-Company-New-York-City,Hentschel & Co.
hff,"{'$2.49 MILLION', 'MARKET VALUATION DECLINED WHILE', 'WABCO HLDGS',  'FPR PARTNERS UPPED POSITION', 'LONDON', 'NEW YORK CITY', '$16.21 MILLION'}",,5,Real Estate Advisory Firm,1,https://www.businesswire.com/news/home/20170119005995/en/HFF-Completes-Acquisition-Leon-Partners-London,Leon Partners Ltd
commercial real estate,"{'1,700', 'RS', 'MARLOW HOTEL GROUP', '$16.5 MILLION', 'GURUGRAM', 'PEACHTREE HOTEL'}",,3,Commercial Real Estate,1,https://www.rgj.com/story/money/business/2018/06/06/commercial-real-estate-relationship-business-and-then-some/679466002/,
commercial real estate,"{'1,700', 'RS', 'MARLOW HOTEL GROUP', '$16.5 MILLION', 'GURUGRAM', 'PEACHTREE HOTEL'}",,4,Commercial Real Estate,2,"https://timesofindia.indiatimes.com/business/india-business/brahma-group-to-invest-rs-1700-cr-in-commercial-project-at-gurugram/articleshow/64748258.cms,https://www.thinkadvisor.com/2018/07/09/collateralized-loan-obligations-are-a-new-to-inves/",
commercial real estate,"{'1,700', 'RS', 'MARLOW HOTEL GROUP', '$16.5 MILLION', 'GURUGRAM', 'PEACHTREE HOTEL'}",,4,Real Estate,1,https://in.reuters.com/article/us-greece-property-fund/dromeus-launches-new-fund-to-invest-in-greek-commercial-real-estate-idINKBN1JE0MF%3Fil%3D0,
commercial real estate,"{'1,700', 'RS', 'MARLOW HOTEL GROUP', '$16.5 MILLION', 'GURUGRAM', 'PEACHTREE HOTEL'}",,5,Commercial Real Estate,1,https://www.commercialrealestate.com.au/news/marlow-hotel-group-buys-peachtree-hotel-in-penrith-for-16-5-million/,
marcus & millichap,"{'SCOTT COOK', 'GOODWATER CAPITAL', 'CLEVELAND', 'FOXHAVEN ASSET MANAGEMENT', 'OHIO', 'KLEINER PERKINS CAUFIELD & BYERS', 'PINNACLE FINANCIAL GROUP, INC.', 'ZUMPER', 'PINNACLE', 'MMI', 'U.S.', 'BREYER CAPITAL', 'NYSE', 'MIDWEST', '$17.6 MILLION', 'KPCB'}",,2,Real Estate,1,https://brookvilletimes.com/time-to-buy-marcus-millichap-inc-0-05960-and-solid-biosciences-inc-0-01200s-roic-under-the-lens/,
marcus & millichap,"{'SCOTT COOK', 'GOODWATER CAPITAL', 'CLEVELAND', 'FOXHAVEN ASSET MANAGEMENT', 'OHIO', 'KLEINER PERKINS CAUFIELD & BYERS', 'PINNACLE FINANCIAL GROUP, INC.', 'ZUMPER', 'PINNACLE', 'MMI', 'U.S.', 'BREYER CAPITAL', 'NYSE', 'MIDWEST', '$17.6 MILLION', 'KPCB'}",,3,Commercial Real Estate,2,"https://www.fairfieldcurrent.com/2018/07/24/reinhart-partners-inc-boosts-holdings-in-marcus-millichap-inc-mmi.html,https://www.fairfieldcurrent.com/2018/07/24/reinhart-partners-inc-boosts-holdings-in-marcus-millichap-inc-mmi.html",
marcus & millichap,"{'SCOTT COOK', 'GOODWATER CAPITAL', 'CLEVELAND', 'FOXHAVEN ASSET MANAGEMENT', 'OHIO', 'KLEINER PERKINS CAUFIELD & BYERS', 'PINNACLE FINANCIAL GROUP, INC.', 'ZUMPER', 'PINNACLE', 'MMI', 'U.S.', 'BREYER CAPITAL', 'NYSE', 'MIDWEST', '$17.6 MILLION', 'KPCB'}",,4,Commercial Real Estate,1,https://pressoracle.com/2018/07/25/7700-shares-in-marcus-millichap-inc-mmi-acquired-by-campbell-co-investment-adviser-llc.html,Campbell Investors
marcus & millichap,"{'SCOTT COOK', 'GOODWATER CAPITAL', 'CLEVELAND', 'FOXHAVEN ASSET MANAGEMENT', 'OHIO', 'KLEINER PERKINS CAUFIELD & BYERS', 'PINNACLE FINANCIAL GROUP, INC.', 'ZUMPER', 'PINNACLE', 'MMI', 'U.S.', 'BREYER CAPITAL', 'NYSE', 'MIDWEST', '$17.6 MILLION', 'KPCB'}",,4,Online CRE Marketplace,1,http://www.prweb.com/releases/2016/10/prweb13765177.htm,Zumper
marcus & millichap,"{'SCOTT COOK', 'GOODWATER CAPITAL', 'CLEVELAND', 'FOXHAVEN ASSET MANAGEMENT', 'OHIO', 'KLEINER PERKINS CAUFIELD & BYERS', 'PINNACLE FINANCIAL GROUP, INC.', 'ZUMPER', 'PINNACLE', 'MMI', 'U.S.', 'BREYER CAPITAL', 'NYSE', 'MIDWEST', '$17.6 MILLION', 'KPCB'}",,5,Finance ,1,https://www.businesswire.com/news/home/20180508006529/en/Marcus-Millichap-Announces-Agreement-Acquire-Pinnacle-Financial/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,Pinnacle
